model,year,price,mileage,tax,mpg,engineSize,model_encoded,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fuelType_Diesel,fuelType_Electric,fuelType_Hybrid,fuelType_Other,fuelType_Petrol
 Fiesta,2015,6999,34772,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2017,10999,8146,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,15999,8340,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,14999,6177,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,16998,4152,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,14499,10050,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,14998,10464,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,11999,20007,0.0,57.7,1.0,5,1,0,0,0,0,0,0,1
 Focus,2020,28998,2985,145.0,34.5,2.3,6,0,1,0,0,0,0,0,1
 Kuga,2019,19998,12030,145.0,42.2,2.0,13,1,0,0,1,0,0,0,0
 B-MAX,2016,8499,15001,30.0,55.4,1.0,0,0,1,0,0,0,0,0,1
 Fiesta,2017,9999,18916,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,10499,31803,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,7999,30900,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2014,10999,42368,200.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2019,13399,9829,150.0,58.9,1.5,5,0,1,0,1,0,0,0,0
 Fiesta,2016,9699,17330,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,17499,5700,145.0,50.4,1.5,6,1,0,0,1,0,0,0,0
 Focus,2019,18200,804,145.0,48.7,1.0,6,0,1,0,0,0,0,0,1
 Mondeo,2017,16499,15100,160.0,44.8,1.5,14,1,0,0,0,0,0,0,1
 Mondeo,2018,15999,4443,145.0,48.7,1.5,14,0,1,0,0,0,0,0,1
 Fiesta,2016,10414,23998,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,12999,17303,125.0,51.4,1.0,6,1,0,0,0,0,0,0,1
 Kuga,2017,16749,28493,235.0,38.2,1.5,13,1,0,0,0,0,0,0,1
 Focus,2018,18681,17515,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2017,13249,8727,125.0,51.4,1.0,6,1,0,0,0,0,0,0,1
 Kuga,2010,15999,25490,150.0,60.1,1.5,13,0,1,0,0,0,0,0,1
 EcoSport,2018,12999,15608,150.0,54.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2017,8999,29127,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,9999,12000,150.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Fiesta,2013,6999,62000,0.0,57.7,1.0,5,1,0,0,0,0,0,0,1
 Fiesta,2014,5999,61686,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,8499,12412,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2017,9999,13759,145.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 B-MAX,2017,8999,25000,30.0,55.4,1.0,0,0,1,0,0,0,0,0,1
 Fiesta,2017,10999,34844,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Focus,2015,9933,16186,165.0,44.8,1.6,6,1,0,0,0,0,0,0,1
 Focus,2011,3999,127544,150.0,47.9,1.6,6,0,1,0,0,0,0,0,1
 Fiesta,2017,8444,42787,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,11211,22766,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2017,10483,25000,150.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2009,4352,128046,240.0,44.1,2.0,13,0,1,0,1,0,0,0,0
 Focus,2017,10999,45709,150.0,46.3,1.5,6,1,0,0,0,0,0,0,1
 Mondeo,2017,12222,38600,30.0,64.2,2.0,14,0,1,0,1,0,0,0,0
 KA,2011,3888,50425,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 Kuga,2019,19710,5691,145.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Focus,2019,17999,12014,150.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 B-MAX,2015,7299,37216,165.0,44.1,1.6,0,1,0,0,0,0,0,0,1
 Mondeo,2019,17999,17984,150.0,62.8,2.0,14,0,1,0,1,0,0,0,0
 Fiesta,2011,5999,18233,200.0,42.8,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2017,7999,28907,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2015,13583,21718,20.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 Kuga,2016,12918,45962,160.0,45.6,1.5,13,0,1,0,0,0,0,0,1
 Focus,2018,11499,21023,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 S-MAX,2017,17986,52835,150.0,51.4,2.0,18,1,0,0,1,0,0,0,0
 Kuga,2017,17998,28177,150.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 KA,2013,3999,32966,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 Kuga,2019,20499,2554,150.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 EcoSport,2019,15999,999,145.0,45.6,1.0,2,1,0,0,0,0,0,0,1
 Kuga,2016,10299,57815,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Mondeo,2017,14999,26476,125.0,57.7,2.0,14,1,0,0,1,0,0,0,0
 Fiesta,2012,4699,39620,125.0,50.4,1.2,5,0,1,0,0,0,0,0,1
 EcoSport,2019,16999,10678,150.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 C-MAX,2016,9399,18485,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 S-MAX,2020,32999,49,145.0,43.5,2.0,18,1,0,0,1,0,0,0,0
 Fiesta,2019,14299,2698,150.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2019,16499,3205,145.0,45.6,1.0,2,1,0,0,0,0,0,0,1
 Fiesta,2015,9299,20966,0.0,57.7,1.0,5,1,0,0,0,0,0,0,1
 EcoSport,2020,17499,15,150.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2019,14299,4216,150.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,14499,9033,150.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,20499,3572,145.0,70.6,2.0,6,0,1,0,1,0,0,0,0
 Kuga,2019,25499,1274,145.0,38.7,2.0,13,1,0,0,1,0,0,0,0
 Kuga,2019,19499,5556,145.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2017,12999,12843,30.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Focus,2014,5299,78767,150.0,47.9,1.6,6,0,1,0,0,0,0,0,1
 Focus,2017,9499,30825,150.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,16498,5826,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Puma,2020,20999,3952,150.0,50.4,1.0,16,0,1,0,0,0,0,0,1
 Puma,2020,22999,1977,150.0,49.6,1.0,16,0,1,0,0,0,0,0,1
 Focus,2019,17499,8140,150.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2017,10999,42632,150.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2015,10999,56308,150.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Grand C-MAX,2018,11999,21384,145.0,54.3,1.0,9,0,1,0,0,0,0,0,1
 Focus,2016,7999,51976,20.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,15999,8706,150.0,80.7,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2017,13499,24234,150.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 KA,2014,3999,61008,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 Focus,2010,3699,60466,160.0,51.4,2.0,6,0,1,0,1,0,0,0,0
 KA,2011,3299,61437,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 EcoSport,2015,7599,31141,125.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 Focus,2015,6395,89770,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 EcoSport,2017,9495,29000,150.0,44.8,1.5,2,0,1,0,1,0,0,0,0
 Focus,2017,11299,23624,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2019,14999,9772,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2016,10499,26759,160.0,44.8,1.5,2,1,0,0,0,0,0,0,1
 Fiesta,2019,14499,9023,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,11999,26898,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 EcoSport,2017,9999,17453,125.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Focus,2017,8999,33460,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,9999,19249,145.0,47.9,1.6,5,1,0,0,0,0,0,0,1
 Fiesta,2019,15499,3765,145.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2018,14999,14498,145.0,54.3,1.5,13,0,1,0,1,0,0,0,0
 Grand Tourneo Connect,2017,11499,27354,125.0,61.4,1.5,10,0,1,0,1,0,0,0,0
 Fiesta,2018,14299,9804,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2019,21499,10265,145.0,42.2,2.0,13,1,0,0,1,0,0,0,0
 Grand C-MAX,2016,11699,24904,125.0,56.5,2.0,9,1,0,0,1,0,0,0,0
 Kuga,2019,24999,4985,145.0,42.2,2.0,13,1,0,0,1,0,0,0,0
 C-MAX,2017,11499,18386,30.0,55.4,1.0,1,0,1,0,0,0,0,0,1
 Fiesta,2016,9299,16218,0.0,88.3,1.5,5,0,1,0,1,0,0,0,0
 Galaxy,2019,25999,11112,145.0,53.3,2.0,8,1,0,0,1,0,0,0,0
 Fiesta,2019,14499,4266,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2019,19999,4185,145.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2017,10499,13625,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Mondeo,2016,10000,89206,125.0,57.7,2.0,14,1,0,0,1,0,0,0,0
 Focus,2012,4699,67226,30.0,56.5,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2013,9500,67311,205.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Focus,2019,15124,17354,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2017,13999,46502,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 KA,2009,3250,43000,30.0,55.4,1.2,11,0,1,0,0,0,0,0,1
 Fiesta,2018,12495,18894,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,8995,13759,145.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 B-MAX,2015,6995,56005,30.0,55.4,1.0,0,0,1,0,0,0,0,0,1
 B-MAX,2017,9895,10228,30.0,57.7,1.0,0,0,1,0,0,0,0,0,1
 Mondeo,2019,21699,11804,145.0,49.6,2.0,14,1,0,0,0,0,0,0,1
 Focus,2019,23999,5834,145.0,50.4,2.0,6,0,1,0,1,0,0,0,0
 Fiesta,2016,10999,11264,20.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,17998,10222,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2019,18699,4267,145.0,51.4,1.0,6,1,0,0,0,0,0,0,1
 EcoSport,2019,16499,4340,145.0,45.6,1.0,2,1,0,0,0,0,0,0,1
 C-MAX,2017,9999,21973,145.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 EcoSport,2019,14999,13994,145.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2015,10299,8161,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2013,6500,43181,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2016,8500,37695,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2013,5799,45787,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2015,8299,45500,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Galaxy,2016,14499,32792,125.0,56.5,2.0,8,0,1,0,1,0,0,0,0
 C-MAX,2013,5699,51338,30.0,61.4,1.6,1,0,1,0,1,0,0,0,0
 Focus,2015,10000,19498,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 S-MAX,2015,8199,88570,145.0,49.6,2.0,18,0,1,0,1,0,0,0,0
 Galaxy,2014,8000,55632,160.0,47.1,2.0,8,1,0,0,1,0,0,0,0
 Fiesta,2014,8000,63958,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Fiesta,2015,6495,41896,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Grand Tourneo Connect,2015,10995,30760,115.0,58.9,1.6,10,0,1,0,1,0,0,0,0
 Kuga,2018,17995,15393,145.0,54.3,2.0,13,1,0,0,1,0,0,0,0
 Fiesta,2015,7995,26220,0.0,57.7,1.0,5,1,0,0,0,0,0,0,1
 Focus,2017,8211,46282,20.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2015,8999,9467,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2016,13487,53930,150.0,52.3,2.0,13,1,0,0,1,0,0,0,0
 Kuga,2015,12434,30970,150.0,52.3,2.0,13,1,0,0,1,0,0,0,0
 Focus,2017,10587,50526,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2017,14555,11590,150.0,38.2,1.5,13,1,0,0,0,0,0,0,1
 Fiesta,2014,5999,42012,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2012,4499,72279,145.0,47.9,1.6,6,0,1,0,0,0,0,0,1
 Fiesta,2019,14598,10555,145.0,55.4,1.0,5,0,1,0,0,0,0,0,1
 C-MAX,2019,14299,5759,145.0,48.7,1.0,1,0,1,0,0,0,0,0,1
 Fiesta,2019,15999,8910,145.0,48.7,1.0,5,1,0,0,0,0,0,0,1
 C-MAX,2015,7799,45343,30.0,61.4,1.6,1,0,1,0,1,0,0,0,0
 Focus,2015,13499,30555,20.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 Kuga,2014,9599,62350,200.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,13299,31976,30.0,61.4,2.0,9,0,1,0,1,0,0,0,0
 C-MAX,2018,9999,30375,145.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Fiesta,2014,8399,65929,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Fiesta,2015,8749,56109,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 Focus,2018,14199,13883,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2014,6561,39381,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,9078,16813,0.0,57.7,1.0,5,1,0,0,0,0,0,0,1
 Fiesta,2012,4490,52762,150.0,48.7,1.4,5,0,1,0,0,0,0,0,1
 S-MAX,2011,5990,108343,205.0,47.1,2.0,18,1,0,0,1,0,0,0,0
 Fiesta,2016,6490,64384,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Fiesta,2017,12495,8629,145.0,54.3,1.0,5,1,0,0,0,0,0,0,1
 Fiesta,2017,10600,29358,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2018,15299,2299,145.0,54.3,1.5,13,0,1,0,1,0,0,0,0
 Focus,2019,15699,9004,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,15999,4857,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 KA,2019,9699,9000,145.0,43.5,1.2,11,0,1,0,0,0,0,0,1
 Kuga,2019,20499,13211,145.0,31.0,1.5,13,1,0,0,0,0,0,0,1
 EcoSport,2019,17999,2000,145.0,51.4,1.0,2,0,1,0,0,0,0,0,1
 EcoSport,2017,9599,23319,30.0,64.2,1.5,2,0,1,0,1,0,0,0,0
 Fiesta,2017,8000,66210,145.0,88.3,1.5,5,0,1,0,1,0,0,0,0
 Mondeo,2016,9195,95150,30.0,62.8,2.0,14,0,1,0,1,0,0,0,0
 Mondeo,2015,9795,102940,0.0,67.3,2.0,14,1,0,0,0,0,1,0,0
 Mondeo,2016,9000,61190,0.0,78.5,1.5,14,0,1,0,1,0,0,0,0
 Kuga,2016,12295,74000,145.0,52.3,2.0,13,1,0,0,1,0,0,0,0
 Fiesta,2015,6000,49450,0.0,76.4,1.5,5,0,1,0,1,0,0,0,0
 Focus,2015,7000,76890,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2013,4500,97930,145.0,47.9,1.6,6,0,1,0,0,0,0,0,1
 EcoSport,2016,9600,16505,125.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Focus,2014,14800,35712,235.0,39.2,2.0,6,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,12999,18961,145.0,58.9,1.5,9,1,0,0,1,0,0,0,0
 Fiesta,2017,10999,13660,145.0,47.9,1.6,5,1,0,0,0,0,0,0,1
 Kuga,2017,16199,13182,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Kuga,2012,8150,69382,555.0,27.4,2.5,13,1,0,0,0,0,0,0,1
 Focus,2016,8999,18086,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 C-MAX,2016,11000,30409,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Focus,2019,16300,15825,150.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2016,7695,32290,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Grand Tourneo Connect,2015,10499,54429,125.0,58.9,1.6,10,0,1,0,1,0,0,0,0
 Fiesta,2014,6000,31124,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2017,10299,17852,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Focus,2016,6299,90378,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2015,5500,67375,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Fiesta,2013,5299,64231,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2016,8700,42026,125.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 EcoSport,2018,15500,14766,150.0,64.2,1.5,2,0,1,0,1,0,0,0,0
 Kuga,2017,15400,29004,150.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 C-MAX,2017,10500,15627,165.0,44.1,1.6,1,0,1,0,0,0,0,0,1
 Focus,2017,11768,15375,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Focus,2017,11799,28333,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2017,16499,32253,145.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 Kuga,2016,14199,51244,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2015,7999,15107,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,13000,10834,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,12000,28346,145.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 KA,2014,5500,25766,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 Fiesta,2013,7500,29845,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2017,16000,29725,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2016,8200,20387,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2015,7500,31994,0.0,76.4,1.5,5,0,1,0,1,0,0,0,0
 Fiesta,2017,11300,13550,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,12798,8000,150.0,88.3,1.5,5,0,1,0,1,0,0,0,0
 EcoSport,2019,16998,1088,145.0,45.6,1.0,2,1,0,0,0,0,0,0,1
 EcoSport,2019,18999,20,150.0,45.6,1.0,2,1,0,0,0,0,0,0,1
 Kuga,2018,15299,21851,150.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Fiesta,2017,8999,12052,150.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2015,5999,41886,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Puma,2020,20999,2000,150.0,51.4,1.0,16,0,1,0,0,0,0,0,1
 Fiesta,2019,13998,5674,150.0,48.7,1.0,5,1,0,0,0,0,0,0,1
 Kuga,2017,16999,24242,150.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2014,6299,28543,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2018,10200,30737,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,13200,18331,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2013,7200,39315,0.0,78.5,1.6,5,0,1,0,1,0,0,0,0
 Fiesta,2016,8800,30612,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2019,16600,21480,145.0,38.2,2.0,13,0,1,0,1,0,0,0,0
 Galaxy,2019,21000,9193,145.0,55.4,2.0,8,0,1,0,1,0,0,0,0
 Focus,2013,6999,29624,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 B-MAX,2016,9499,12499,165.0,44.1,1.6,0,1,0,0,0,0,0,0,1
 Kuga,2017,15299,14710,145.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2018,9700,30284,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Tourneo Connect,2016,12500,26545,30.0,64.2,1.5,20,0,1,0,1,0,0,0,0
 KA,2013,5300,17427,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 Fiesta,2017,11300,14577,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Mondeo,2017,12000,45032,0.0,78.5,1.5,14,0,1,0,1,0,0,0,0
 Kuga,2017,16500,27415,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2019,12000,14620,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,10100,38902,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,10800,29783,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2017,10500,11518,145.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 Focus,2015,9400,48153,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2015,9500,33496,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 C-MAX,2016,9999,26088,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 KA,2017,7699,16001,145.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 Fiesta,2016,8299,16060,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Focus,2013,6499,41048,20.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 EcoSport,2017,9299,18518,160.0,44.8,1.5,2,0,1,0,0,0,0,0,1
 EcoSport,2019,16998,2121,145.0,51.4,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2018,12799,21718,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2012,6499,25797,145.0,48.7,1.6,5,0,1,0,0,0,0,0,1
 Focus,2019,16998,5568,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,14998,6564,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2019,13998,7126,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2019,19698,3520,145.0,39.2,1.5,13,0,1,0,0,0,0,0,1
 Fiesta,2019,12498,12831,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2014,7299,45310,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2016,7499,4189,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2018,10999,20254,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2018,14999,23624,145.0,54.3,1.0,5,1,0,0,0,0,0,0,1
 Fiesta,2017,9699,9936,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Mondeo,2017,13499,27064,145.0,48.7,1.5,14,0,1,0,0,0,0,0,1
 Puma,2020,21999,2500,150.0,50.4,1.0,16,0,1,0,0,0,0,0,1
 Focus,2017,9299,39904,20.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 EcoSport,2019,17299,861,145.0,45.6,1.0,2,1,0,0,0,0,0,0,1
 Kuga,2019,20799,9333,145.0,47.9,2.0,13,1,0,0,1,0,0,0,0
 Fiesta,2019,14999,1519,150.0,48.7,1.0,5,1,0,0,0,0,0,0,1
 C-MAX,2016,11299,10360,20.0,64.2,1.5,1,1,0,0,1,0,0,0,0
 Fiesta,2015,8999,9181,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Grand C-MAX,2013,6799,58873,125.0,60.1,1.6,9,0,1,0,1,0,0,0,0
 Focus,2015,8499,46301,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2019,12999,9921,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,14799,442,150.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2018,20999,11386,150.0,54.3,2.0,13,1,0,0,1,0,0,0,0
 EcoSport,2019,13799,7463,145.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Focus,2018,12399,18227,145.0,80.7,1.5,6,0,1,0,1,0,0,0,0
 KA,2019,10999,2889,145.0,43.5,1.2,11,0,1,0,0,0,0,0,1
 Edge,2017,18999,22017,160.0,48.7,2.0,3,0,1,0,1,0,0,0,0
 Fiesta,2017,7999,26213,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 EcoSport,2018,11699,18678,145.0,54.3,1.0,2,0,1,0,0,0,0,0,1
 Kuga,2019,21999,7550,145.0,29.1,1.5,13,1,0,0,0,0,0,0,1
 EcoSport,2018,13799,1715,145.0,45.6,1.0,2,1,0,0,0,0,0,0,1
 Focus,2019,15999,5153,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2019,11999,3409,145.0,55.4,1.1,5,0,1,0,0,0,0,0,1
 Fiesta,2019,15699,6195,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2016,11899,48792,145.0,52.3,2.0,13,1,0,0,1,0,0,0,0
 KA,2019,10499,308,145.0,47.9,1.2,11,0,1,0,0,0,0,0,1
 EcoSport,2019,16399,935,145.0,45.6,1.0,2,1,0,0,0,0,0,0,1
 Fiesta,2017,8199,30510,150.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 EcoSport,2019,17799,1524,150.0,51.4,1.0,2,0,1,0,0,0,0,0,1
 Kuga,2018,19999,14089,145.0,38.2,1.5,13,1,0,0,0,0,0,0,1
 Kuga,2019,21799,6083,150.0,37.2,2.0,13,1,0,0,1,0,0,0,0
 Grand Tourneo Connect,2017,11000,35654,125.0,61.4,1.5,10,0,1,0,1,0,0,0,0
 B-MAX,2017,8400,19678,160.0,44.1,1.6,0,1,0,0,0,0,0,0,1
 Tourneo Custom,2017,22000,32315,145.0,44.1,2.0,21,0,1,0,1,0,0,0,0
 Fiesta,2017,8300,23255,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,11250,6746,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
